1,101,12
1,102,7
1,103,9
1,104,8
1,105,11
1,106,6
1,107,10
1,108,9
1,109,7
1,110,12
1,111,8
1,112,10
1,113,9
1,114,8
1,115,7
1,116,11
1,117,12
1,118,6
1,119,9
1,120,10
1,121,8
1,122,7
1,123,9
1,124,10
2,101,9
2,102,6
2,103,10
2,104,11
2,105,8
2,106,7
2,107,9
2,108,6
2,109,12
2,110,8
2,111,7
2,112,10
2,113,11
2,114,9
2,115,8
2,116,6
2,117,10
2,118,9
2,119,11
2,120,7
2,121,10
2,122,12
2,123,7
2,124,8
3,101,11
3,102,6
3,103,8
3,104,9
3,105,7
3,106,12
3,107,11
3,108,10
3,109,9
3,110,6
3,111,12
3,112,8
3,113,7
3,114,10
3,115,11
3,116,7
3,117,9
3,118,8
3,119,10
3,120,6
3,121,11
3,122,12
3,123,7
3,124,9
4,101,10
4,102,7
4,103,8
4,104,11
4,105,9
4,106,6
4,107,12
4,108,10
4,109,7
4,110,9
4,111,8
4,112,11
4,113,6
4,114,10
4,115,12
4,116,7
4,117,8
4,118,9
4,119,10
4,120,11
4,121,6
4,122,7
4,123,8
4,124,9
5,101,8
5,102,11
5,103,10
5,104,6
5,105,9
5,106,7
5,107,12
5,108,8
5,109,11
5,110,6
5,111,7
5,112,9
5,113,10
5,114,12
5,115,8
5,116,7
5,117,9
5,118,11
5,119,10
5,120,6
5,121,8
5,122,9
5,123,12
5,124,6
6,101,11
6,102,9
6,103,7
6,104,8
6,105,12
6,106,10
6,107,6
6,108,9
6,109,7
6,110,11
6,111,8
6,112,10
6,113,9
6,114,8
6,115,7
6,116,11
6,117,12
6,118,6
6,119,9
6,120,10
6,121,8
6,122,7
6,123,9
6,124,10
7,101,6
7,102,8
7,103,7
7,104,11
7,105,9
7,106,10
7,107,12
7,108,6
7,109,11
7,110,9
7,111,8
7,112,7
7,113,9
7,114,12
7,115,10
7,116,8
7,117,11
7,118,6
7,119,7
7,120,9
7,121,10
7,122,11
7,123,7
7,124,8
8,101,12
8,102,8
8,103,10
8,104,11
8,105,7
8,106,9
8,107,6
8,108,12
8,109,10
8,110,9
8,111,11
8,112,8
8,113,6
8,114,7
8,115,9
8,116,10
8,117,8
8,118,7
8,119,12
8,120,11
8,121,9
8,122,6
8,123,10
8,124,11
9,101,7
9,102,10
9,103,12
9,104,9
9,105,8
9,106,11
9,107,6
9,108,7
9,109,8
9,110,10
9,111,9
9,112,11
9,113,12
9,114,8
9,115,9
9,116,6
9,117,10
9,118,12
9,119,7
9,120,11
9,121,8
9,122,7
9,123,9
9,124,10
10,101,11
10,102,6
10,103,8
10,104,9
10,105,7
10,106,12
10,107,11
10,108,10
10,109,9
10,110,6
10,111,12
10,112,8
10,113,7
10,114,10
10,115,11
10,116,7
10,117,9
10,118,8
10,119,10
10,120,6
10,121,11
10,122,12
10,123,7
10,124,9
11,101,10
11,102,7
11,103,8
11,104,11
11,105,9
11,106,6
11,107,12
11,108,10
11,109,7
11,110,9
11,111,8
11,112,11
11,113,6
11,114,10
11,115,12
11,116,7
11,117,8
11,118,9
11,119,10
11,120,11
11,121,6
11,122,7
11,123,8
11,124,9
12,101,8
12,102,11
12,103,10
12,104,6
12,105,9
12,106,7
12,107,12
12,108,8
12,109,11
12,110,6
12,111,7
12,112,9
12,113,10
12,114,12
12,115,8
12,116,7
12,117,9
12,118,11
12,119,10
12,120,6
12,121,8
12,122,9
12,123,12
12,124,6
13,101,11
13,102,9
13,103,7
13,104,8
13,105,12
13,106,10
13,107,6
13,108,9
13,109,7
13,110,11
13,111,8
13,112,10
13,113,9
13,114,8
13,115,7
13,116,11
13,117,12
13,118,6
13,119,9
13,120,10
13,121,8
13,122,7
13,123,9
13,124,10
14,101,6
14,102,8
14,103,7
14,104,11
14,105,9
14,106,10
14,107,12
14,108,6
14,109,11
14,110,9
14,111,8
14,112,7
14,113,9
14,114,12
14,115,10
14,116,8
14,117,11
14,118,6
14,119,7
14,120,9
14,121,10
14,122,11
14,123,7
14,124,8
15,101,12
15,102,8
15,103,10
15,104,11
15,105,7
15,106,9
15,107,6
15,108,12
15,109,10
15,110,9
15,111,11
15,112,8
15,113,6
15,114,7
15,115,9
15,116,10
15,117,8
15,118,7
15,119,12
15,120,11
15,121,9
15,122,6
15,123,10
15,124,11
16,101,7
16,102,10
16,103,12
16,104,9
16,105,8
16,106,11
16,107,6
16,108,7
16,109,8
16,110,10
16,111,9
16,112,11
16,113,12
16,114,8
16,115,9
16,116,6
16,117,10
16,118,12
16,119,7
16,120,11
16,121,8
